"lat.x","lon.x","year","eventDate","scientificName","weather_station_id","stname","lat.y","lon.y","address","city","state"
-15.560826,128.14686,2024,2024-05-11 06:13:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.554988,128.147602,2024,2024-02-02 17:10:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.554978,128.147474,2024,2024-07-23 07:30:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.554978,128.147474,2024,2024-07-23 07:54:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.554978,128.147474,2024,2024-07-23 07:54:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.554978,128.147474,2024,2024-07-23 07:34:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.554935,128.147497,2024,2024-06-02 06:20:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.554935,128.147497,2024,2024-06-02 06:20:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.540808,128.151853,2024,2024-04-01 07:45:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.521467,128.1634,2024,2024-03-31 07:31:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.511275,129.842971,2024,2024-07-30 08:08:24,"Poephila (Poephila) acuticauda","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.496434,128.142211,2024,2024-03-29 12:30:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.495912,128.144533,2024,2024-03-06 13:22:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
